interaction_types;drug_name
adduct;LURBINECTEDIN
agonist;LUSUTROMBOPAG
agonist;LUTETIUM DOTATATE LU-177
agonist;LUTROPIN ALFA
antagonist;LUZINDOLE
inhibitor;LX-2931
agonist;LXR-623
inhibitor;LY-2090314
modulator;LY2245461
inhibitor;LY-2382770
modulator;LY2452473
inhibitor;LY-2584702
antagonist;LY2590443
inhibitor;LY-2606368
antagonist;LY2623091
antagonist;LY2624803
inhibitor;LY-2780301
inhibitor;LY-2811376
agonist;LY2828360
inhibitor;LY-2874455
agonist;LY2881835
inhibitor;LY-2886721
antagonist;LY2940094
agonist;LY2969822
agonist;LY2979165
inhibitor;LY-3007113
inhibitor;LY-3009120
agonist;LY377604
antagonist;LY377604
agonist;LY404039
agonist;LY-510929
agonist;LY-518674
antagonist;LY545694
agonist;LYPRESSIN
agonist;LYSERGIDE
agonist;LYSINE
activator;LYSOPHOSPHATIDYLCHOLINE
inhibitor;MAB-425
agonist;MACIMORELIN
antagonist;MACITENTAN
antagonist;MAFENIDE
ligand;MAGNESIUM ACETATE TETRAHYDRATE
inhibitor;MAGNESIUM SALICYLATE
inhibitor;MALATHION
blocker;MANIDIPINE 6300
agonist;MAPATUMUMAB
antibody;MAPATUMUMAB
agonist;MAPRACORAT
antagonist;MAPROTILINE
binder;MAPROTILINE
blocker;MAPROTILINE
inhibitor;MAPROTILINE
inhibitor;MAPROTILINE HYDROCHLORIDE
antagonist;MARAVIROC
inhibitor;MARDEPODECT
antibody;MARGETUXIMAB
inhibitor;MARGETUXIMAB
antagonist;MARIMASTAT
inhibitor;MARIMASTAT
inhibitor;MARIZOMIB
inhibitor;MASITINIB
inhibitor;MASOPROCOL
inhibitor;MATUZUMAB
antagonist;MAVATREP
inhibitor;MAVELERTINIB
antagonist;MAVOGLURANT
antagonist;MAVORIXAFOR
antibody;MAVRILIMUMAB
inhibitor;MAZINDOL
agonist;MB07811
modulator;MBX-2044
agonist;MBX-2982
agonist;MBX-8025
inhibitor;ME-344
inhibitor;ME-401
inhibitor;MEBENDAZOLE
antagonist;MECAMYLAMINE
blocker;MECAMYLAMINE
agonist;MECASERMIN
agonist;MECASERMIN RINFABATE
negative modulator;MECHLORETHAMINE
antagonist;MECLIZINE
inverse agonist;MECLIZINE
antagonist;MECLIZINE HYDROCHLORIDE
inhibitor;MECLOFENAMATE SODIUM
inhibitor;MECLOFENAMIC ACID
cofactor;MECOBALAMIN
ligand;MEDAZEPAM
positive modulator;MEDAZEPAM
antagonist;MEDI-500
ligand;MEDROGESTONE
agonist;MEDROXYPROGESTERONE ACETATE
agonist;MEDRYSONE
inhibitor;MEFENAMIC ACID
antagonist;MEFLOQUINE
agonist;MEGESTROL ACETATE
inhibitor;MEKINIST
inhibitor;MELAGATRAN
agonist;MELATONIN
antagonist;MELATONIN
inhibitor;MELATONIN
inhibitor;MELOXICAM
antagonist;MELPERONE
modulator;MELPHALAN
agonist,antagonist;MEMANTINE
antagonist;MEMANTINE
binder;MEMANTINE
inhibitor;MEMANTINE
agonist;MENADIOL SODIUM DIPHOSPHATE
activator;MENADIONE
agonist;MENADIONE
cofactor;MENADIONE
agonist;MENOTROPINS
binder;MENOTROPINS
inhibitor;MEPAZINE
antagonist;MEPENZOLATE
antagonist;MEPENZOLATE BROMIDE
agonist;MEPERIDINE
antagonist;MEPERIDINE
binder;MEPERIDINE
inhibitor;MEPERIDINE
agonist;MEPERIDINE HYDROCHLORIDE
agonist;MEPHENTERMINE
agonist;MEPHENTERMINE SULFATE
activator;MEPHENYTOIN
blocker;MEPHENYTOIN
inhibitor;MEPHENYTOIN
activator;MEPHOBARBITAL
antagonist;MEPHOBARBITAL
potentiator;MEPHOBARBITAL
inhibitor;MEPIVACAINE
blocker;MEPIVACAINE HYDROCHLORIDE
antagonist;MEPOLIZUMAB
inhibitor;MEPOLIZUMAB
agonist;MEPREDNISONE
agonist;MEPROBAMATE
positive modulator;MEPROBAMATE
inhibitor;MEQUINOL
antagonist;MEQUITAZINE
inhibitor;MERCAPTOPURINE
inhibitor;MERESTINIB
blocker;MERETHOXYLLINE PROCAINE
inhibitor;MERIMEPODIB
antagonist;MERSALYL
agonist;MESALAMINE
inhibitor;MESALAMINE
antagonist;MESORIDAZINE
antagonist;MESORIDAZINE BESYLATE
agonist;MESTRANOL
antagonist;MESULERGINE
agonist;METAPROTERENOL
agonist;METAPROTERENOL SULFATE
agonist;METARAMINOL
agonist;METARAMINOL BITARTRATE
inhibitor;METELIMUMAB
agonist;METENKEFALIN
antagonist;METERGOLINE
inhibitor;METERGOLINE
activator,inducer;METFORMIN
inhibitor;METFORMIN
inhibitor;METFORMIN HYDROCHLORIDE
agonist;METHACHOLINE
agonist;METHACHOLINE CHLORIDE
agonist;METHADONE
antagonist;METHADONE
agonist;METHADONE HYDROCHLORIDE
agonist;METHADYL ACETATE
agonist;METHAMPHETAMINE
inhibitor;METHAMPHETAMINE
negative modulator;METHAMPHETAMINE
inhibitor;METHAMPHETAMINE HYDROCHLORIDE
antagonist;METHANTHELINE
antagonist;METHANTHELINE BROMIDE
antagonist;METHARBITAL
positive modulator;METHARBITAL
potentiator;METHARBITAL
inhibitor;METHAZOLAMIDE
antagonist;METHDILAZINE
antagonist;METHDILAZINE HYDROCHLORIDE
inhibitor;METHIMAZOLE
inhibitor,substrate;METHIMAZOLE
agonist;METHIMEPIP
product of;METHIONINE
antagonist;METHIXENE
antagonist;METHIXENE HYDROCHLORIDE
inhibitor;METHOCARBAMOL
antagonist;METHOCTRAMINE
antagonist;METHOHEXITAL
positive modulator;METHOHEXITAL SODIUM
inhibitor;METHOTREXATE
inhibitor;METHOTREXATE SODIUM
agonist;METHOXAMINE
binder;METHOXAMINE
agonist;METHOXAMINE HYDROCHLORIDE
negative modulator;METHOXSALEN
agonist;METHOXYFLURANE
antagonist;METHOXYFLURANE
inducer;METHOXYFLURANE
inhibitor;METHOXYFLURANE
positive modulator;METHOXYFLURANE
antagonist;METHSCOPOLAMINE BROMIDE
blocker;METHSUXIMIDE
inhibitor;METHSUXIMIDE
inhibitor;METHYCLOTHIAZIDE
agonist;METHYLDOPA
cofactor;METHYLDOPA
inhibitor;METHYLDOPA
substrate;METHYLDOPA
agonist;METHYLDOPATE HYDROCHLORIDE
agonist;METHYLERGONOVINE
antagonist;METHYLERGONOVINE
antagonist;METHYLERGONOVINE MALEATE
partial agonist;METHYLERGONOVINE MALEATE
activator;METHYLGLYOXAL
antagonist;METHYLLYCACONITINE
antagonist;METHYLNALTREXONE
antagonist;METHYLNALTREXONE BROMIDE
inhibitor;METHYLPHENIDATE
inhibitor;METHYLPHENIDATE HYDROCHLORIDE
activator;METHYLPREDNISOLONE
agonist;METHYLPREDNISOLONE
agonist;METHYLPREDNISOLONE ACETATE
agonist;METHYLPREDNISOLONE SODIUM SUCCINATE
antagonist;METHYLPROMAZINE
antagonist;METHYLSAMIDORPHAN
agonist;METHYLTESTOSTERONE
agonist;METHYPRYLON
positive modulator;METHYPRYLON
agonist;METHYSERGIDE
antagonist;METHYSERGIDE
binder;METHYSERGIDE
antagonist;METIAMIDE
antagonist;METIPRANOLOL
antagonist;METIPRANOLOL HYDROCHLORIDE
antagonist;METITEPINE
agonist;METOCLOPRAMIDE
antagonist;METOCLOPRAMIDE
agonist;METOCLOPRAMIDE HYDROCHLORIDE
antagonist;METOCLOPRAMIDE HYDROCHLORIDE
antagonist;METOCURINE
antagonist;METOCURINE IODIDE
inhibitor;METOLAZONE
antagonist;METOPROLOL
antagonist;METOPROLOL SUCCINATE
agonist;METRELEPTIN
agonist;METRIBOLONE
agonist;METRIFUDIL
inhibitor;METYRAPONE
binder;METYROSINE
inhibitor;METYROSINE
inhibitor;MEVASTATIN
ligand;MEXAZOLAM
positive modulator;MEXAZOLAM
agonist;MEXILETINE
blocker;MEXILETINE
inhibitor;MEXILETINE
blocker;MEXILETINE HYDROCHLORIDE
agonist;MF101
inhibitor;MGCD-265
agonist;MIANSERIN
antagonist;MIANSERIN
binder;MIANSERIN
blocker;MIANSERIN
inhibitor;MIANSERIN
positive modulator;MIBAMPATOR
blocker;MIBEFRADIL
inhibitor;MIBEFRADIL
blocker;MIBEFRADIL DIHYDROCHLORIDE
agonist;MIBOLERONE
blocker;MICONAZOLE
inhibitor;MICONAZOLE
partial agonist;MICONAZOLE
ligand;MIDAZOLAM
positive modulator;MIDAZOLAM
positive modulator;MIDAZOLAM HYDROCHLORIDE
agonist;MIDODRINE
agonist;MIDODRINE HYDROCHLORIDE
agonist;MIDOMAFETAMINE
inhibitor;MIDOMAFETAMINE
negative modulator;MIDOMAFETAMINE
antagonist,inhibitor;MIDOSTAURIN
inhibitor;MIDOSTAURIN
ligand;MIFAMURTIDE
agonist;MIFEPRISTONE
agonist,antagonist;MIFEPRISTONE
antagonist;MIFEPRISTONE
inhibitor;MIGALASTAT
antagonist;MIGLITOL
antagonist,inhibitor;MIGLITOL
inhibitor;MIGLITOL
inhibitor;MIGLUSTAT
agonist;MILAMELINE
antagonist;MILATUZUMAB
antibody;MILATUZUMAB
inhibitor;MILCICLIB
inhibitor;MILNACIPRAN
inhibitor;MILRINONE
inhibitor;MILRINONE LACTATE
agonist;MILVETEROL
inhibitor;MIMOSINE
agonist;MINAPRINE
antagonist;MINAPRINE
inhibitor;MINAPRINE
inhibitor;MINOCYCLINE
modulator;MINOCYCLINE
negative modulator;MINOCYCLINE
inhibitor;MINODRONIC ACID
antagonist;MINOPAFANT
activator;MINOXIDIL
inducer;MINOXIDIL
binder;MIPOMERSEN
agonist;MIRABEGRON
allosteric modulator;MIRANSERTIB
inhibitor;MIRANSERTIB
antagonist;MIRICORILANT
inhibitor;MIRIDESAP
modulator;MIROGABALIN BESYLATE
agonist;MIRTAZAPINE
antagonist;MIRTAZAPINE
agonist;MISOPROSTOL
allosteric modulator;MITAPIVAT
agonist;MITIGLINIDE
inhibitor;MITIGLINIDE
modulator;MITOMYCIN
antagonist;MITOTANE
inducer;MITOTANE
inhibitor;MITOTANE
inhibitor;MITOXANTRONE
negative modulator;MITOXANTRONE
inhibitor;MITOXANTRONE HYDROCHLORIDE
antagonist;MIVACURIUM
antagonist,partial agonist;MIVACURIUM
antagonist;MIVACURIUM CHLORIDE
inhibitor;MIVEBRESIB
antagonist;MIZOLASTINE
agonist,antagonist;MK-0249
antagonist;MK-0249
inverse agonist;MK-0249
modulator;MK-0533
antagonist;MK0686
agonist;MK-0767
modulator;MK-0773
allosteric modulator;MK-0777
inhibitor;MK-0873
allosteric modulator;MK-0893
antagonist;MK-0893
antagonist;MK-1029
antagonist;MK-1064
inhibitor;MK-1496
agonist;MK-212
inhibitor;MK-2201
allosteric modulator;MK-2206
inhibitor;MK-2206
inhibitory allosteric modulator;MK-2206
inhibitor;MK-2461
antagonist;MK3207
inhibitor;MK-5108
antagonist;MK-571
inhibitor;MK-6592
agonist;MK-6913
blocker;MK-7145
antagonist;MK-7246
allosteric modulator;MK-7622
inhibitor;MK-8033
inhibitor;MK-8353
positive modulator;MK-8777
inhibitor;MLN-0415
inhibitor;MLN-2480
antagonist;MLN3126
inhibitor;MLN-8054
inhibitor;MLNM-2201
antibody;MM-111
antagonist;MM-121
antibody;MM-121
inhibitor;MOCETINOSTAT
antagonist;MOCLOBEMIDE
antagonist,inhibitor;MOCLOBEMIDE
inhibitor;MOCLOBEMIDE
inhibitor;MODAFINIL
partial agonist;MODAFINIL
agonist;MODIMELANOTIDE
inhibitor;MOEXIPRIL
inhibitor;MOEXIPRIL HYDROCHLORIDE
modulator;MOFAROTENE
inhibitor;MOFEGILINE
antagonist;MOGAMULIZUMAB
antibody;MOGAMULIZUMAB
inhibitor;MOLIBRESIB
antagonist;MOLINDONE
antagonist;MOLINDONE HYDROCHLORIDE
agonist;MOLSIDOMINE
inhibitor;MOMELOTINIB
agonist;MOMETASONE
agonist;MOMETASONE FUROATE
antibody;MONALIZUMAB
inhibitor;MONOBENZONE
antagonist;MONTELUKAST
antagonist;MONTELUKAST SODIUM
inhibitor;MORICIZINE
blocker;MORICIZINE HYDROCHLORIDE
antagonist;MORIN
antagonist;MORNIFLUMATE
activator;MOROCTOCOG ALFA
antagonist;MOROCTOCOG ALFA
binder;MOROCTOCOG ALFA
chaperone;MOROCTOCOG ALFA
cofactor;MOROCTOCOG ALFA
modulator;MOROCTOCOG ALFA
activator;MORPHANTHRIDINE
activator;MORPHINE
agonist;MORPHINE
agonist;MORPHINE SULFATE
agonist;MOSAPRIDE
inhibitor;MOTESANIB
agonist;MOTILIN
agonist;MOTOLIMOD
binder;MOXETUMOMAB PASUDOTOX
inhibitor;MOXETUMOMAB PASUDOTOX
inhibitor;MOXIFLOXACIN
antagonist;MOXISYLYTE
agonist;MOXONIDINE
antagonist;MOZAVAPTAN
inhibitor;MP-412
antagonist;MR-1817
inhibitor;MSC-2363318A
inhibitor;MSC-2364447
antagonist;MSX-122
antagonist;MT-3995
inhibitor;MUBRITINIB
inhibitor;MUPARFOSTAT
agonist;MURAGLITAZAR
antibody;MUROMONAB-CD3
binder;MUROMONAB-CD3
inhibitor;MUROMONAB-CD3
antagonist;MUSCARINE
agonist;MUSCIMOL
inhibitor;MYCOPHENOLATE MOFETIL
inhibitor;MYCOPHENOLATE MOFETIL HYDROCHLORIDE
inhibitor;MYCOPHENOLIC ACID
inhibitor;MYRIOCIN
agonist;MYRRH
antagonist;MYRRH
partial agonist;MYRRH
agonist;N6-CYCLOPENTYLADENOSINE
agonist;NABILONE
partial agonist;NABILONE
inhibitor;NABIXIMOLS
inhibitor,inducer;NABIXIMOLS
inhibitor,substrate;NABIXIMOLS
inverse agonist;NABIXIMOLS
stimulator;NABIXIMOLS
inhibitor;NABUMETONE
activator;N-ACETYLGLUCOSAMINE 
activator;NADIDE
agonist;NADIDE
antagonist;NADOLOL
inhibitor;NADROPARIN
potentiator;NADROPARIN
agonist;NAFADOTRIDE
antagonist;NAFADOTRIDE
blocker;NAFAMOSTAT
inhibitor;NAFAMOSTAT
agonist;NAFARELIN
agonist;NAFARELIN ACETATE
inhibitor;NAFTIFINE
agonist;NALBUPHINE
antagonist;NALBUPHINE
agonist;NALBUPHINE HYDROCHLORIDE
antagonist;NALDEMEDINE
antagonist;NALDEMEDINE TOSYLATE
agonist;NALFURAFINE
agonist;NALFURAFINE HYDROCHLORIDE
agonist;NALMEFENE
antagonist;NALMEFENE
partial agonist;NALMEFENE
antagonist;NALMEFENE HYDROCHLORIDE
agonist;NALORPHINE
antagonist;NALORPHINE
antagonist;NALOXEGOL
antagonist;NALOXEGOL OXALATE
antagonist;NALOXONE
inhibitor;NALOXONE
antagonist;NALOXONE HYDROCHLORIDE
partial agonist;NALTALIMIDE
antagonist;NALTREXONE
antagonist;NALTREXONE HYDROCHLORIDE
activator;NALTRIBEN
antagonist;NALTRIBEN
antagonist;NALTRINDOLE
agonist;NALUZOTAN
inhibitor;NAMILUMAB
agonist;NAMODENOSON
inhibitor;NANATINOSTAT
agonist;NANDROLONE
agonist;NANDROLONE DECANOATE
agonist;NANDROLONE PHENPROPIONATE
agonist;NAPHAZOLINE
agonist;NAPHAZOLINE HYDROCHLORIDE
inhibitor;NAPROXCINOD
inhibitor;NAPROXEN
inhibitor;NAPROXEN ETEMESIL
inhibitor;NAPROXEN SODIUM
inhibitor;NAQUOTINIB
agonist;NARATRIPTAN
agonist;NARATRIPTAN HYDROCHLORIDE
antagonist;NARINGENIN
blocker;NARINGENIN
inhibitor;NARINGENIN
partial agonist;NARINGENIN
inhibitor;NARINGIN
agonist;NARONAPRIDE
antagonist;NASTORAZEPIDE CALCIUM
antibody;NATALIZUMAB
inhibitor;NATALIZUMAB
agonist;NATEGLINIDE
blocker;NATEGLINIDE
inhibitor;NATEGLINIDE
antagonist;NAVARIXIN
agonist;NAVEGLITAZAR
antagonist;NAVITOCLAX
inhibitor;NAVITOCLAX
inhibitor;NAVOXIMOD
antagonist;NAXIFYLLINE
inhibitor;NAZARTINIB
antagonist;NBQX
inhibitor;NCX-4016
agonist;ND0801
allosteric modulator;N-DESMETHYLCLOZAPINE
antagonist;NEBENTAN
agonist;NEBIVOLOL
antagonist;NEBIVOLOL
antagonist;NEBIVOLOL HYDROCHLORIDE
positive modulator;NEBOGLAMINE
agonist;NECA
antagonist;NECITUMUMAB
antibody;NECITUMUMAB
inhibitor;NECITUMUMAB
inhibitor;NECROSTATIN
ligand;NEDAPLATIN
antagonist;NEDOCROMIL
suppressor;NEDOCROMIL
antagonist;NEFAZODONE
inhibitor;NEFAZODONE
antagonist;NEFAZODONE HYDROCHLORIDE
inhibitor;NEFAZODONE HYDROCHLORIDE
inhibitor;NEFLAMAPIMOD
inhibitor;NELARABINE
negative modulator;NELARABINE
inhibitor;NELFINAVIR
antagonist;NELIVAPTAN
inverse agonist;NELOTANSERIN
inhibitor;NEMIRALISIB
antibody;NEMOLIZUMAB
antagonist;NEMONAPRIDE
inhibitor;NEOSTIGMINE
inhibitor;NEOSTIGMINE METHYLSULFATE
antagonist;NEPADUTANT
inhibitor;NEPAFENAC
inhibitor;NEPICASTAT
antagonist;NERAMEXANE MESYLATE
inhibitor;NERATINIB
inhibitor;NERELIMOMAB
blocker;NERISPIRDINE
agonist;NESIRITIDE
binder;NESIRITIDE
inhibitor;NESVACUMAB
inhibitor;NETARSUDIL
antagonist;NETAZEPIDE
agonist;NETOGLITAZONE
modulator;NETOGLITAZONE
antagonist;NETUPITANT
agonist;NEUROTENSIN
antagonist;NGD-8243
inhibitor;NI-0801
agonist;NIACIN
binder;NIACIN
binder;NIACINAMIDE
product of;NIACINAMIDE
antagonist;NICARDIPINE
inhibitor;NICARDIPINE
blocker;NICARDIPINE HYDROCHLORIDE
antagonist;NICERGOLINE
activator;NICLOSAMIDE
allosteric modulator;NICLOSAMIDE
antagonist;NICLOSAMIDE
activator;NICORANDIL
activator;NICOTINE
agonist;NICOTINE
antagonist;NICOTINE
inhibitor;NICOTINE
agonist;NICOTINE POLACRILEX
agonist;NIDUFEXOR
activator;NIFEDIPINE
agonist;NIFEDIPINE
antagonist;NIFEDIPINE
blocker;NIFEDIPINE
inhibitor;NIFEDIPINE
inducer;NIFLUMIC ACID
inhibitor;NIFLUMIC ACID
antagonist;NIGULDIPINE
antagonist;NILOTINIB
inhibitor;NILOTINIB
inhibitor;NILOTINIB HYDROCHLORIDE MONOHYDRATE
antagonist;NILUTAMIDE
inhibitor;NILVADIPINE
inhibitor;NIMESULIDE
activator;NIMODIPINE
agonist;NIMODIPINE
antagonist;NIMODIPINE
blocker;NIMODIPINE
inhibitor;NIMODIPINE
antibody;NIMOTUZUMAB
inhibitor;NINTEDANIB
inhibitor;NINTEDANIB ESYLATE
antagonist;NIRAPARIB
inhibitor;NIRAPARIB
inhibitor;NIROGACESTAT
blocker;NISOLDIPINE
inhibitor;NISOLDIPINE
inhibitor;NISOXETINE
inhibitor;NITISINONE
ligand;NITRAZEPAM
positive modulator;NITRAZEPAM
blocker;NITRENDIPINE
inhibitor;NITRENDIPINE
activator;NITRIC OXIDE
activator;NITROGLYCERIN
agonist;NITROGLYCERIN
inhibitor;NITROGLYCERIN
agonist;NITROPRUSSIDE
inhibitor;NITROXOLINE
modulator;NITROXOLINE
inhibitor;NIVOCASAN
antibody;NIVOLUMAB
inhibitor;NIVOLUMAB
antagonist;NIZATIDINE
blocker;NKTR-171
agonist;N-METHYL SCOPOLAMINE
agonist;N-METHYL-D-ASPARTIC ACID (NMDA)
agonist;N-METHYLHISTAMINE
inhibitor;NMS-1116354
inhibitor;NMS-1286937
antagonist;NOLPITANTIUM
inhibitor;NOMIFENSINE
agonist;NONABINE
agonist;NONIVAMIDE
antagonist;NORBINALTORPHIMINE
ligand;NORDAZEPAM
positive modulator;NORDAZEPAM
agonist;NORELGESTROMIN
partial agonist;NORELGESTROMIN
agonist;NOREPINEPHRINE
binder;NOREPINEPHRINE
inhibitor;NOREPINEPHRINE
agonist;NOREPINEPHRINE BITARTRATE
agonist;NORETHINDRONE
agonist;NORETHINDRONE ACETATE
agonist;NORETHYNODREL
inhibitor;NORFLOXACIN
antagonist;NORFLUOXETINE
inhibitor;NORFLUOXETINE
agonist;NORGESTIMATE
blocker;NORGESTIMATE
partial agonist;NORGESTIMATE
agonist;NORGESTREL
binder;NORGESTREL
inhibitor;NORGESTREL
inhibitor;NORHARMANE
agonist;NORMORPHINE
antagonist;NORTRIPTYLINE
binder;NORTRIPTYLINE
blocker;NORTRIPTYLINE
inhibitor;NORTRIPTYLINE
negative modulator,antagonist;NORTRIPTYLINE
inhibitor;NORTRIPTYLINE HYDROCHLORIDE
agonist;NRX195183
inhibitor;NS-018
inhibitor;NS-398
agonist;NS-49
antisense oligonucleotide;NUSINERSEN
inhibitor;NV-128
agonist;NYLIDRIN
agonist,antagonist;NYLIDRIN
inhibitor;OBATOCLAX
inhibitor;OBATOCLAX MESYLATE
agonist;OBETICHOLIC ACID
antibody;OBINUTUZUMAB
inhibitor;OBINUTUZUMAB
antisense oligonucleotide;OBLIMERSEN
antagonist;OC000459
agonist;OCAPERIDONE
antagonist;OCAPERIDONE
allosteric modulator;OCINAPLON
inhibitor;OCLACITINIB
antagonist,antibody;OCRELIZUMAB
antibody;OCRELIZUMAB
cleavage;OCRIPLASMIN
ligand;OCRIPLASMIN
inhibitor;OCTANOL
agonist;OCTOPAMINE
agonist;OCTREOTIDE
agonist;OCTREOTIDE ACETATE
inhibitor;ODANACATIB
antagonist;ODELEPRAN
inhibitor;ODULIMOMAB
antibody;OFATUMUMAB
inhibitor;OFATUMUMAB
inhibitor;OFLOXACIN
agonist;OLANZAPINE
antagonist;OLANZAPINE
inhibitor;OLANZAPINE
antagonist;OLANZAPINE PAMOATE
inhibitor;OLAPARIB
antagonist;OLARATUMAB
antibody;OLARATUMAB
antagonist;OLCEGEPANT
allosteric modulator;OLEAMIDE
antibody;OLECLUMAB
agonist;OLEOYL DOPAMINE
agonist;OLICERIDINE
antagonist;OLMESARTAN
antagonist;OLMESARTAN MEDOXOMIL
inhibitor;OLMUTINIB
inhibitor;OLOCROLIMUS
antagonist;OLODANRIGAN
agonist;OLODATEROL
agonist;OLODATEROL HYDROCHLORIDE
inhibitor;OLOKIZUMAB
binder;OLOMOUCINE
inhibitor;OLOMOUCINE
antagonist;OLOPATADINE
antagonist;OLOPATADINE HYDROCHLORIDE
agonist;OLORINAB
inhibitor;OLSALAZINE
agonist;OLSALAZINE SODIUM
inhibitor;OLSALAZINE SODIUM
inhibitor;OLUTASIDENIB
activator;OLVANIL
agonist;OLVANIL
inhibitor;OMACETAXINE MEPESUCCINATE
antibody;OMALIZUMAB
inhibitor;OMALIZUMAB
inhibitor;OMARIGLIPTIN
activator;OMECAMTIV MECARBIL
antagonist;OMEGA-3-CARBOXYLIC ACIDS
potentiator;OMEGA-3-CARBOXYLIC ACIDS
stimulator;OMEGA-3-CARBOXYLIC ACIDS
activator;OMEPRAZOLE
agonist;OMEPRAZOLE
inhibitor;OMEPRAZOLE
inhibitor;OMEPRAZOLE MAGNESIUM
agonist;OMIDENEPAG
inhibitor;OMIPALISIB
agonist;OMS405
inhibitor;ONABOTULINUMTOXINA
inhibitor;ONALESPIB
antagonist;ONAPRISTONE
antagonist;ONARTUZUMAB
antibody;ONARTUZUMAB
inhibitor;ONARTUZUMAB
agonist;ONDANSETRON
antagonist;ONDANSETRON
antagonist;ONDANSETRON HYDROCHLORIDE
inhibitor;ONERCEPT
antagonist;ONO-2333MS
antagonist;ONO-3708
inhibitor;ONTAMALIMAB
inhibitor;ONTUXIZUMAB
inhibitor;ONVANSERTIB
antagonist;OPICAPONE
inhibitor;OPICAPONE
antibody;OPICINUMAB
inhibitor;OPICINUMAB
agonist;OPIUM
agonist;OPRELVEKIN
inhibitor;OPROZOMIB
inhibitor;ORANTINIB
modulator;ORDOPIDINE
inhibitor;ORE-1001
agonist;OREXIN B
antagonist;ORG-34517
inhibitor;ORLISTAT
agonist;ORNITHINE
antagonist;ORPHENADRINE
inhibitor;ORPHENADRINE
antagonist;ORPHENADRINE CITRATE
blocker;ORPHENADRINE CITRATE
inhibitor;ORPHENADRINE CITRATE
antagonist;ORPHENADRINE HYDROCHLORIDE
blocker;ORPHENADRINE HYDROCHLORIDE
inhibitor;ORPHENADRINE HYDROCHLORIDE
inhibitor;ORTERONEL
antagonist;ORVEPITANT
antagonist;OSANETANT
inhibitor;OSELTAMIVIR
agonist;OSEMOZOTAN
inhibitor;OSI-027
inhibitor;OSI-632
inhibitor;OSI-930
inhibitor;OSILODROSTAT
inhibitor;OSIMERTINIB
inhibitor;OSIMERTINIB MESYLATE
agonist,antagonist;OSPEMIFENE
modulator;OSPEMIFENE
blocker;OSTHOLE
inhibitor;OTAMIXABAN
antibody;OTELIXIZUMAB
antagonist;OTENABANT
antagonist;OTENZEPAD
inhibitor;OTILIMAB
antibody;OTLERTUZUMAB
inhibitor;OUABAIN
modulator;OXALIPLATIN
agonist;OXANDROLONE
inhibitor;OXAPROZIN
inhibitor;OXAPROZIN POTASSIUM
ligand;OXAZEPAM
positive modulator;OXAZEPAM
blocker;OXCARBAZEPINE
inhibitor;OXCARBAZEPINE
inhibitor;OXELUMAB
inhibitor;OXETHAZAINE
partial agonist;OXICONAZOLE
activator;OXIGLUTATIONE
inhibitor;OXIGLUTATIONE
substrate;OXIGLUTATIONE
inhibitor;OXITRIPTAN
agonist;OXOTREMORINE
antagonist;OXPRENOLOL
antagonist;OXPRENOLOL HYDROCHLORIDE
activator;OXTRIPHYLLINE
antagonist;OXTRIPHYLLINE
inhibitor;OXTRIPHYLLINE
agonist;OXYBATE
antagonist;OXYBENZONE
antagonist;OXYBUTYNIN
antagonist;OXYBUTYNIN CHLORIDE
agonist;OXYCODEGOL
agonist;OXYCODONE
agonist;OXYCODONE HYDROCHLORIDE
agonist,activator;OXYGEN
agonist;OXYMETAZOLINE
agonist,partial agonist;OXYMETAZOLINE
binder;OXYMETAZOLINE
agonist;OXYMETAZOLINE HYDROCHLORIDE
agonist;OXYMETHOLONE
agonist,activator;OXYMETHOLONE
agonist;OXYMORPHONE
antagonist;OXYMORPHONE
agonist;OXYMORPHONE HYDROCHLORIDE
inhibitor;OXYPHENBUTAZONE
antagonist;OXYPHENCYCLIMINE
antagonist;OXYPHENCYCLIMINE HYDROCHLORIDE
antagonist;OXYPHENONIUM
antagonist;OXYPHENONIUM BROMIDE
agonist;OXYTOCIN
binder;OXYTOCIN
inhibitor;OZAGREL
antibody;OZANEZUMAB
inhibitor;OZANEZUMAB
agonist;OZANIMOD
antagonist;OZARELIX
inhibitor;OZORALIZUMAB
blocker;P-1037
inhibitor;PA-799
antagonist;PAC-14028
agonist;PACLITAXEL
inducer;PACLITAXEL
inhibitor;PACLITAXEL
inhibitor;PACRITINIB
inhibitor;PALBOCICLIB
agonist;PALIFERMIN
binder;PALIFERMIN
agonist;PALIPERIDONE
antagonist;PALIPERIDONE
inhibitor;PALOMID-529
antagonist;PALONOSETRON
antagonist;PALONOSETRON HYDROCHLORIDE
antagonist;PALOSURAN
agonist;PALOVAROTENE
inhibitor;PAMAPIMOD
inhibitor;PAMIDRONATE DISODIUM
inhibitor;PAMREVLUMAB
cleavage;PANCRELIPASE
antagonist;PANCURONIUM
antagonist;PANCURONIUM BROMIDE
antibody;PANITUMUMAB
inhibitor;PANITUMUMAB
suppressor;PANITUMUMAB
inhibitor;PANOBINOSTAT
inhibitor;PANOBINOSTAT LACTATE
inhibitor;PANTOPRAZOLE
inhibitor;PANTOPRAZOLE SODIUM
inhibitor;PANULISIB
activator;PAPAIN
inhibitor;PAPAVERINE
blocker;PARAMETHADIONE
suppressor;PARAMETHADIONE
agonist;PARAMETHASONE
agonist;PARAMETHASONE ACETATE
agonist;PARA-METHOXYAMPHETAMINE
