gene_name;drug_name
POLB;4-CHLOROMERCURIBENZOIC ACID
POLI;4-CHLOROMERCURIBENZOIC ACID
RGS4;4-CHLOROMERCURIBENZOIC ACID
TDP1;4-CHLOROMERCURIBENZOIC ACID
VDR;4-CHLOROMERCURIBENZOIC ACID
CHRM1;4-DAMP
CHRM2;4-DAMP
CHRM3;4-DAMP
CHRM4;4-DAMP
CHRM5;4-DAMP
EHMT2;4-DAMP
AR;4'-DEMETHYLEPIPODOPHYLLOTOXIN
CFB;4-GUANIDINO-BENZOIC ACID
ABAT;4-HYDROXYBENZALDEHYDE
MAOB;4-HYDROXYBENZALDEHYDE
VDR;4'-HYDROXYCHALCONE
CYP2C9;4-HYDROXYCYCLOPHOSPHAMIDE
CYP3A4;4'-HYDROXY-FLAVANONE
TRPA1;4-HYDROXYNON-2-ENAL
F2;4-HYDROXYPHENYLPYRUVIC ACID
MIF;4-HYDROXYPHENYLPYRUVIC ACID
TP53;4-ISOTHIOUREIDOBUTYRONITRILE
TP53;4-ISOTHIOUREIDOBUTYRONITRILE
TP53;4-ISOTHIOUREIDOBUTYRONITRILE
ATAD5;4'-METHOXY-AURONE
ALDH1A1;4'-METHOXYCHALCONE
VDR;4'-METHOXYCHALCONE
THRB;4-METHOXYCINNAMIC ACID
ALDH1A1;4-METHOXYDALBERGIONE
ALOX15;4-METHOXYDALBERGIONE
ALOX15B;4-METHOXYDALBERGIONE
CYP3A4;4-METHOXYDALBERGIONE
KDM4E;4-METHOXYDALBERGIONE
MAPT;4-METHOXYDALBERGIONE
TP53;4-METHOXYDALBERGIONE
USP1;4-METHOXYDALBERGIONE
VDR;4-METHOXYDALBERGIONE
ATAD5;4'-METHOXYFLAVONE
CYP3A4;4'-METHOXYFLAVONE
HSD17B10;4'-METHOXYFLAVONE
NLRP3;4'-METHOXYFLAVONE
NPC1;4'-METHOXYFLAVONE
RAB9A;4'-METHOXYFLAVONE
SMN1;4'-METHOXYFLAVONE
SMN2;4'-METHOXYFLAVONE
ESR1;4-METHYLBENZOIC ACID METHYL ESTER
HSPA5;4-METHYLDAPHNETIN
KDM4A;4-METHYLDAPHNETIN
KDM4E;4-METHYLDAPHNETIN
RACGAP1;4-METHYLDAPHNETIN
VDR;4-METHYLDAPHNETIN
HSD17B10;4-METHYLESCULETIN
HRH4;4-METHYLHISTAMINE
SLC6A4;4-METHYLTHIOAMPHETAMINE
AR;4-NITROANILINE
ALDH1A1;4-NONYLPHENOL
ESR1;4-NONYLPHENOL
KCNH2;4-NONYLPHENOL
NFE2L2;4-NONYLPHENOL
RORC;4-NONYLPHENOL
TOP2A;4'-O-ACETYLPATENTIFLORIN B
PRSS1;4-PHENYL-BUTYLAMINE
FLT1;4SC-203
FLT3;4SC-203
FLT3;4SC-203
FLT4;4SC-203
KDR;4SC-203
ESR1;4-TRIETHYLGERMYLPHENOL
RAD52;5-(N,N-DIMETHYL)AMILORIDE HYDROCHLORIDE
CYP1A2;5-(N-ETHYL-N-ISOPROPYL)AMILORIDE
PAX8;5-(N-ETHYL-N-ISOPROPYL)AMILORIDE
CYP1A2;5-(N-METHYL-N-ISOBUTYL)AMILORIDE
CYP2D6;5-(N-METHYL-N-ISOBUTYL)AMILORIDE
KCNH2;5-(N-METHYL-N-ISOBUTYL)AMILORIDE
MPHOSPH8;5-(N-METHYL-N-ISOBUTYL)AMILORIDE
CYP3A4;5,7-DIHYDROXY-4-METHYLCOUMARIN
HSD17B10;5,7-DIHYDROXY-4-METHYLCOUMARIN
NFE2L2;5,7-DIHYDROXY-4-METHYLCOUMARIN
TNF;5,7-DIHYDROXY-4-METHYLCOUMARIN
ALDH1A1;5,7-DIHYDROXYISOFLAVONE
ALOX12;5,7-DIHYDROXYISOFLAVONE
ALOX15;5,7-DIHYDROXYISOFLAVONE
BLM;5,7-DIHYDROXYISOFLAVONE
CYP3A4;5,7-DIHYDROXYISOFLAVONE
HPGD;5,7-DIHYDROXYISOFLAVONE
HSD17B10;5,7-DIHYDROXYISOFLAVONE
KAT2A;5,7-DIHYDROXYISOFLAVONE
POLK;5,7-DIHYDROXYISOFLAVONE
USP1;5,7-DIHYDROXYISOFLAVONE
VDR;5,7-DIHYDROXYISOFLAVONE
CYP3A4;5,7-DIMETHOXYISOFLAVONE
HSD17B10;5,7-DIMETHOXYISOFLAVONE
SMN1;5,7-DIMETHOXYISOFLAVONE
SMN2;5,7-DIMETHOXYISOFLAVONE
EHMT2;5-BENZYLOXYTRYPTAMINE
MAPT;5-BENZYLOXYTRYPTAMINE
TRPM8;5-BENZYLOXYTRYPTAMINE
TRPM8;5-BENZYLOXYTRYPTAMINE
ALDH1A1;5-DEMETHYLNOBILETIN
HSD17B10;5-FLUOROINDOLE-2-CARBOXYLIC ACID
TDP1;5-FLUOROINDOLE-2-CARBOXYLIC ACID
RGS4;5-HYDROXYFLAVONE
ADK;5-IODO,5'-DEOXYTUBERCIDIN
CYP1A2;5-MEO-DMT
HTR1A;5-MEO-DMT
HTR1A;5-MEO-DMT
HTR1E;5-MEO-DMT
HTR1F;5-MEO-DMT
HTR2A;5-MEO-DMT
HTR2C;5-MEO-DMT
AKT1;5-METHOXYCANTHINONE
ALDH1A1;5-METHOXYISATIN
CYP1A2;5-METHOXYTRYPTAMINE
KDM4A;5-METHOXYTRYPTAMINE
NOS1;5-N-ALLYL-ARGININE
CYP2C9;5-NITRO-2-PHENYLPROPYLAMINOBENZOIC ACID [NPPB]
HSPA5;5-NITRO-2-PHENYLPROPYLAMINOBENZOIC ACID [NPPB]
MAPT;5-NITRO-2-PHENYLPROPYLAMINOBENZOIC ACID [NPPB]
DRD2;5-OH-DPAT
ALOX5;5-OXO-ETE
OXER1;5-OXO-ETE
OXER1;5-OXO-ETE
HSD17B10;6,4'-DIMETHOXYFLAVONE
KDM4E;6,4'-DIMETHOXYFLAVONE
NFKB1;6,4'-DIMETHOXYFLAVONE
NFKB2;6,4'-DIMETHOXYFLAVONE
NPC1;6,4'-DIMETHOXYFLAVONE
RAB9A;6,4'-DIMETHOXYFLAVONE
RELA;6,4'-DIMETHOXYFLAVONE
SMN1;6,4'-DIMETHOXYFLAVONE
SMN2;6,4'-DIMETHOXYFLAVONE
ACHE;6-AMINONICOTINAMIDE
IDH1;6-AMINONICOTINAMIDE
TRH;6-AMINONICOTINAMIDE
GLP1R;6-AZAURIDINE
JAK2;6-AZAURIDINE
SMN1;6-AZAURIDINE
SMN2;6-AZAURIDINE
SNCA;6-AZAURIDINE
CYP1A2;6-BENZYLAMINOPURINE
ALOX5;6BIO
EPHX2;6BIO
GSK3B;6BIO
PTGES;6BIO
ATAD5;6-BROMOFLAVONE
NFE2L2;6-CHLOROFLAVONE
PLK1;6-CHLORONICOTINIC ACID
DDIT3;6-DIAZO-5-OXO-L-NORLEUCINE
GLS;6-DIAZO-5-OXO-L-NORLEUCINE
ATAD5;6-HYDROXYFLAVONE
BRCA1;6-HYDROXYFLAVONE
NPC1;6-HYDROXYFLAVONE
RAB9A;6-HYDROXYFLAVONE
CYP3A4;6-METHYLFLAVONE
CYP1A2;6-NITROQUIPAZINE
CYP1A2;6-O-BENZYLGUANINE
CYP1A2;6-O-BENZYLGUANINE
CYP2B6;6-O-BENZYLGUANINE
CYP2C19;6-O-BENZYLGUANINE
CYP3A4;6-O-BENZYLGUANINE
MGMT;6-O-BENZYLGUANINE
CYP3A4;7,3'-DIMETHOXYFLAVONE
HSD17B10;7,3'-DIMETHOXYFLAVONE
SMN1;7,3'-DIMETHOXYFLAVONE
SMN2;7,3'-DIMETHOXYFLAVONE
ALDH1A1;7,8-DIHYDROXYFLAVONE
ALOX15;7,8-DIHYDROXYFLAVONE
HPGD;7,8-DIHYDROXYFLAVONE
HSD17B10;7,8-DIHYDROXYFLAVONE
KDM4E;7,8-DIHYDROXYFLAVONE
POLK;7,8-DIHYDROXYFLAVONE
TP53;7,8-DIHYDROXYFLAVONE
VDR;7,8-DIHYDROXYFLAVONE
NFE2L2;7-BENZYLOXYCOUMARIN
HPGD;7-CHLOROKYNURENIC ACID
ABCB1;7-ETHYL-10-HYDROXYCAMPTOTHECIN
ABCC1;7-ETHYL-10-HYDROXYCAMPTOTHECIN
ABCC2;7-ETHYL-10-HYDROXYCAMPTOTHECIN
ABCG2;7-ETHYL-10-HYDROXYCAMPTOTHECIN
BCHE;7-ETHYL-10-HYDROXYCAMPTOTHECIN
CES1;7-ETHYL-10-HYDROXYCAMPTOTHECIN
CES2;7-ETHYL-10-HYDROXYCAMPTOTHECIN
HDAC1;7-ETHYL-10-HYDROXYCAMPTOTHECIN
HDAC10;7-ETHYL-10-HYDROXYCAMPTOTHECIN
HDAC11;7-ETHYL-10-HYDROXYCAMPTOTHECIN
HDAC2;7-ETHYL-10-HYDROXYCAMPTOTHECIN
HDAC3;7-ETHYL-10-HYDROXYCAMPTOTHECIN
HDAC4;7-ETHYL-10-HYDROXYCAMPTOTHECIN
HDAC5;7-ETHYL-10-HYDROXYCAMPTOTHECIN
HDAC6;7-ETHYL-10-HYDROXYCAMPTOTHECIN
HDAC7;7-ETHYL-10-HYDROXYCAMPTOTHECIN
HDAC8;7-ETHYL-10-HYDROXYCAMPTOTHECIN
HDAC9;7-ETHYL-10-HYDROXYCAMPTOTHECIN
SLCO1B1;7-ETHYL-10-HYDROXYCAMPTOTHECIN
TOP1;7-ETHYL-10-HYDROXYCAMPTOTHECIN
TOP1;7-ETHYL-10-HYDROXYCAMPTOTHECIN
TOP1;7-ETHYL-10-HYDROXYCAMPTOTHECIN
TOP1;7-ETHYL-10-HYDROXYCAMPTOTHECIN
UGT1A1;7-ETHYL-10-HYDROXYCAMPTOTHECIN
UGT1A10;7-ETHYL-10-HYDROXYCAMPTOTHECIN
UGT1A3;7-ETHYL-10-HYDROXYCAMPTOTHECIN
UGT1A4;7-ETHYL-10-HYDROXYCAMPTOTHECIN
UGT1A6;7-ETHYL-10-HYDROXYCAMPTOTHECIN
UGT1A8;7-ETHYL-10-HYDROXYCAMPTOTHECIN
UGT1A9;7-ETHYL-10-HYDROXYCAMPTOTHECIN
PLA2G2E;7-HYDROXY ARISTOLOCHIC A
BRCA1;7-HYDROXY ISOFLAVONE
NPC1;7-HYDROXY ISOFLAVONE
RAB9A;7-HYDROXY ISOFLAVONE
SMN1;7-HYDROXY ISOFLAVONE
SMN2;7-HYDROXY ISOFLAVONE
CYP2D6;7-HYDROXYCHLORPROMAZINE
RACGAP1;7-HYDROXYCHLORPROMAZINE
BRCA1;7-HYDROXYFLAVONE
GDA;7-METHYLXANTHINE
APEX1;7-NITROINDAZOLE
CYP1A2;7-NITROINDAZOLE
HPGD;7-NITROINDAZOLE
HSD17B10;7-NITROINDAZOLE
KDM4E;7-NITROINDAZOLE
NOS2;7-NITROINDAZOLE
NOS3;7-NITROINDAZOLE
POLK;7-NITROINDAZOLE
RECQL;7-NITROINDAZOLE
NR1H4;7-O-METHYLCRYPTOCHINONE A
NR1H4;7-O-METHYLCRYPTOCHINONE B
CYP3A4;7-OXOCALLITRISIC ACID, METHYL ESTER
CYP3A4;8,2'-DIMETHOXYFLAVONE
HSD17B10;8,2'-DIMETHOXYFLAVONE
TNC;81C6 131I
ACHE;8-AZAGUANINE
APOBEC3F;8-AZAGUANINE
GDA;8-AZAGUANINE
HBB;8-AZAGUANINE
HIF1A;8-AZAGUANINE
MITF;8-AZAGUANINE
PNP;8-AZAGUANINE
ADORA2A;8-CHLOROTHEOPHYLLINE
ADORA1;8-CYCLOPENTYLTHEOPHYLLINE
CYP1A2;8-CYCLOPENTYLTHEOPHYLLINE
CYP3A4;8-CYCLOPENTYLTHEOPHYLLINE
NFE2L2;8-CYCLOPENTYLTHEOPHYLLINE
TNC;8H9 131I
EHMT2;8-OH-DPAT
HTR1A;8-OH-DPAT
HTR1B;8-OH-DPAT
HTR1D;8-OH-DPAT
HTR1E;8-OH-DPAT
HTR1F;8-OH-DPAT
HTR2A;8-OH-DPAT
HTR2B;8-OH-DPAT
HTR2C;8-OH-DPAT
HTR5A;8-OH-DPAT
HTR7;8-OH-DPAT
CYP1A2;8-PHENYL THEOPHYLLINE
APAF1;9,10-PHENANTHRENEQUINONE
ATAD5;9,10-PHENANTHRENEQUINONE
ATG4B;9,10-PHENANTHRENEQUINONE
ATXN2;9,10-PHENANTHRENEQUINONE
BLM;9,10-PHENANTHRENEQUINONE
GALK1;9,10-PHENANTHRENEQUINONE
GAPDH;9,10-PHENANTHRENEQUINONE
GNAS;9,10-PHENANTHRENEQUINONE
IDH1;9,10-PHENANTHRENEQUINONE
MAPT;9,10-PHENANTHRENEQUINONE
NCOR2;9,10-PHENANTHRENEQUINONE
NFE2L2;9,10-PHENANTHRENEQUINONE
NPSR1;9,10-PHENANTHRENEQUINONE
PLCG1;9,10-PHENANTHRENEQUINONE
POLH;9,10-PHENANTHRENEQUINONE
POLI;9,10-PHENANTHRENEQUINONE
PPARG;9,10-PHENANTHRENEQUINONE
RAPGEF3;9,10-PHENANTHRENEQUINONE
RECQL;9,10-PHENANTHRENEQUINONE
S1PR1;9,10-PHENANTHRENEQUINONE
S1PR4;9,10-PHENANTHRENEQUINONE
SMAD3;9,10-PHENANTHRENEQUINONE
TDP2;9,10-PHENANTHRENEQUINONE
TERT;9,10-PHENANTHRENEQUINONE
USP1;9,10-PHENANTHRENEQUINONE
VDR;9,10-PHENANTHRENEQUINONE
IDH1;9-AMINOCAMPTOTHECIN
NFE2L2;9-AMINOCAMPTOTHECIN
NR2E3;9-AMINOCAMPTOTHECIN
PAX8;9-AMINOCAMPTOTHECIN
POLB;9-AMINOCAMPTOTHECIN
POLH;9-AMINOCAMPTOTHECIN
POLK;9-AMINOCAMPTOTHECIN
PTH1R;9-AMINOCAMPTOTHECIN
SMAD3;9-AMINOCAMPTOTHECIN
TOP1;9-AMINOCAMPTOTHECIN
TYMS;9-AMINOCAMPTOTHECIN
GPR17;9BETA-D-ARABINOFURANOSYLGUANOSINE 5'-TRIPHOSPHATE
ADRA1A;A-119637
ADRA1B;A-119637
ADRA1D;A-119637
ADRA1A;A-123189
ADRA1B;A-123189
ADRA1D;A-123189
HRH1;A-349,821
HRH3;A-349,821
AKT1;A-443654
AKT1;A-443654
AKT2;A-443654
AKT2;A-443654
AKT3;A-443654
ATXN2;A-443654
CDC42BPB;A-443654
GMNN;A-443654
GSK3B;A-443654
IDH1;A-443654
KDM4A;A-443654
KRAS;A-443654
NFE2L2;A-443654
PHKG1;A-443654
PIK3CA;A-443654
PKIA;A-443654
PRKACA;A-443654
SMAD3;A-443654
ADORA2A;AB-928
ADORA2B;AB-928
ABCC1;ABACAVIR
ABCC2;ABACAVIR
ABCC3;ABACAVIR
ADH1A;ABACAVIR
ADH1B;ABACAVIR
ADH1C;ABACAVIR
ADK;ABACAVIR
HLA-B;ABACAVIR
HLA-B;ABACAVIR
LST1;ABACAVIR
LTA;ABACAVIR
LTB;ABACAVIR
MUC16;ABAGOVOMAB
MUC16;ABAGOVOMAB
MUC16;ABAGOVOMAB
PTH1R;ABALOPARATIDE
PTH1R;ABALOPARATIDE
PTH1R;ABALOPARATIDE
PTH2R;ABALOPARATIDE
AR;ABAMECTIN
PPARD;ABAMECTIN
RXRA;ABAMECTIN
DRD2;ABAPERIDONE
HTR2A;ABAPERIDONE
GNRHR;ABARELIX
GNRHR;ABARELIX
GNRHR;ABARELIX
GNRHR;ABARELIX
GNRHR;ABARELIX
GNRHR;ABARELIX
KLK3;ABARELIX
CD80;ABATACEPT
CD80;ABATACEPT
CD80;ABATACEPT
CD80;ABATACEPT
CD80;ABATACEPT
CD80;ABATACEPT
CD80;ABATACEPT
CD80;ABATACEPT
CD86;ABATACEPT
CD86;ABATACEPT
CD86;ABATACEPT
CD86;ABATACEPT
CD86;ABATACEPT
CD86;ABATACEPT
CD86;ABATACEPT
CTLA4;ABATACEPT
IL17A;ABBV-257
TNF;ABBV-257
BRD2;ABBV-744
BRD3;ABBV-744
BRD4;ABBV-744
SPHK2;ABC-294640
FCGR2A;ABCIXIMAB
FCGR2B;ABCIXIMAB
FGA;ABCIXIMAB
FGB;ABCIXIMAB
FGG;ABCIXIMAB
ITGA2B;ABCIXIMAB
ITGA2B;ABCIXIMAB
ITGA2B;ABCIXIMAB
ITGA2B;ABCIXIMAB
ITGA2B;ABCIXIMAB
ITGAV;ABCIXIMAB
ITGB3;ABCIXIMAB
ITGB3;ABCIXIMAB
ITGB3;ABCIXIMAB
ITGB3;ABCIXIMAB
ITGB3;ABCIXIMAB
VTN;ABCIXIMAB
ADRB1;ABEDITEROL
ADRB2;ABEDITEROL
ADRB2;ABEDITEROL
ADRB2;ABEDITEROL
ADRB3;ABEDITEROL
CCND1;ABEMACICLIB
CCND2;ABEMACICLIB
CCND3;ABEMACICLIB
CDK4;ABEMACICLIB
CDK4;ABEMACICLIB
CDK4;ABEMACICLIB
CDK4;ABEMACICLIB
CDK4;ABEMACICLIB
CDK4;ABEMACICLIB
CDK4;ABEMACICLIB
CDK6;ABEMACICLIB
CDK6;ABEMACICLIB
CDK6;ABEMACICLIB
CDK6;ABEMACICLIB
CDK6;ABEMACICLIB
CDKN2A;ABEMACICLIB
CDKN2A;ABEMACICLIB
CDKN2A;ABEMACICLIB
ERBB2;ABEMACICLIB
ERBB2;ABEMACICLIB
ERBB2;ABEMACICLIB
ESR1;ABEMACICLIB
ESR1;ABEMACICLIB
ESR1;ABEMACICLIB
ESR2;ABEMACICLIB
KRAS;ABEMACICLIB
KRAS;ABEMACICLIB
KRAS;ABEMACICLIB
NRAS;ABEMACICLIB
PGR;ABEMACICLIB
SMARCA4;ABEMACICLIB
TP53;ABEMACICLIB
TP53;ABEMACICLIB
HDAC1;ABEXINOSTAT
HDAC1;ABEXINOSTAT
HDAC1;ABEXINOSTAT
HDAC1;ABEXINOSTAT
HDAC10;ABEXINOSTAT
HDAC10;ABEXINOSTAT
HDAC2;ABEXINOSTAT
HDAC2;ABEXINOSTAT
HDAC2;ABEXINOSTAT
HDAC3;ABEXINOSTAT
HDAC3;ABEXINOSTAT
HDAC3;ABEXINOSTAT
HDAC4;ABEXINOSTAT
HDAC5;ABEXINOSTAT
HDAC6;ABEXINOSTAT
HDAC6;ABEXINOSTAT
HDAC7;ABEXINOSTAT
HDAC8;ABEXINOSTAT
HDAC9;ABEXINOSTAT
HTT;ABEXINOSTAT
FLT1;ABICIPAR PEGOL
KDR;ABICIPAR PEGOL
VEGFA;ABICIPAR PEGOL
GLS;ABIETIC ACID
PPARG;ABIETIC ACID
RARA;ABIETIC ACID
AR;ABIRATERONE
AR;ABIRATERONE
CYP17A1;ABIRATERONE
CYP17A1;ABIRATERONE
CYP17A1;ABIRATERONE
CYP17A1;ABIRATERONE
CYP17A1;ABIRATERONE
CYP17A1;ABIRATERONE
DSE;ABIRATERONE
PTEN;ABIRATERONE
TSPYL1;ABIRATERONE
CYP17A1;ABIRATERONE ACETATE
ITGAV;ABITUZUMAB
ITGAV;ABITUZUMAB
ITGB1;ABITUZUMAB
ITGB3;ABITUZUMAB
ITGB5;ABITUZUMAB
ITGB6;ABITUZUMAB
BTK;ABIVERTINIB
EGFR;ABIVERTINIB
JAK3;ABIVERTINIB
EGFR;ABIVERTINIB MALEATE
SNAP25;ABOBOTULINUMTOXINA
ITGA4;ABRILUMAB
ITGB7;ABRILUMAB
JAK1;ABROCITINIB
JAK1;ABROCITINIB
JAK2;ABROCITINIB
PTK2B;ABROCITINIB
NFE2L2;ABSCISIC ACID
BCL2;ABT 737
BCL2L1;ABT 737
BCL2L1;ABT 737
BCL2L2;ABT 737
KRAS;ABT 737
PIK3CA;ABT 737
PTEN;ABT 737
TP53;ABT 737
TRPV1;ABT-102
TRPV1;ABT-102
CHRNA7;ABT-107
CHRNA7;ABT-126
CHRNA7;ABT-126
HRH3;ABT-288
HRH3;ABT-288
HSD11B1;ABT-384
CD36;ABT-510
CD47;ABT-510
CXCL8;ABT-510
FGF2;ABT-510
FGF2;ABT-510
HGF;ABT-510
THBS1;ABT-510
VEGFA;ABT-510
CHRNA4;ABT-560
CHRNB2;ABT-560
CACNA1G;ABT-639
CACNA1H;ABT-639
CACNA1H;ABT-639
CACNA1I;ABT-639
TUBA1A;ABT-751
TUBA1B;ABT-751
TUBA1C;ABT-751
TUBA3C;ABT-751
TUBA3D;ABT-751
TUBA3E;ABT-751
TUBA4A;ABT-751
TUBB;ABT-751
TUBB;ABT-751
TUBB1;ABT-751
TUBB2A;ABT-751
TUBB2B;ABT-751
TUBB3;ABT-751
TUBB4A;ABT-751
TUBB4B;ABT-751
TUBB6;ABT-751
TUBB8;ABT-751
UGT1A4;ABT-751
UGT1A8;ABT-751
CXCL8;ABX-IL8
CXCL8;ABX-IL8
JAK2;AC-430
JAK2;AC-430
JAK2;AC-430
JAK2;AC-430
EGFR;AC-480
EGFR;AC-480
EGFR;AC-480
EGFR;AC-480
EGFR;AC-480
EGFR;AC-480
EGFR;AC-480
EGFR;AC-480
ERBB2;AC-480
ERBB2;AC-480
ERBB2;AC-480
ERBB2;AC-480
ERBB2;AC-480
ERBB2;AC-480
ERBB2;AC-480
ERBB2;AC-480
ERBB3;AC-480
ERBB4;AC-480
ERBB4;AC-480
ERBB4;AC-480
ERBB4;AC-480
ERBB4;AC-480
ALOX5;ACACETIN
CDK8;ACACETIN
CDK9;ACACETIN
CYP1A1;ACACETIN
CYP1A2;ACACETIN
CYP1B1;ACACETIN
CYP2C19;ACACETIN
CYP2D6;ACACETIN
CYP3A4;ACACETIN
HIF1A;ACACETIN
NFKB1;ACACETIN
NFKB2;ACACETIN
RAB9A;ACACETIN
RELA;ACACETIN
SMAD3;ACACETIN
CYP3A4;ACACETIN DIACETATE
HSD17B10;ACACETIN DIACETATE
BLK;ACALABRUTINIB
BMX;ACALABRUTINIB
BTK;ACALABRUTINIB
BTK;ACALABRUTINIB
BTK;ACALABRUTINIB
BTK;ACALABRUTINIB
EGFR;ACALABRUTINIB
ERBB2;ACALABRUTINIB
ERBB4;ACALABRUTINIB
FYN;ACALABRUTINIB
ITK;ACALABRUTINIB
JAK3;ACALABRUTINIB
LCK;ACALABRUTINIB
LYN;ACALABRUTINIB
SRC;ACALABRUTINIB
TEC;ACALABRUTINIB
TXK;ACALABRUTINIB
PIK3CA;ACALISIB
PIK3CA;ACALISIB
PIK3CB;ACALISIB
PIK3CD;ACALISIB
PIK3CD;ACALISIB
PIK3CD;ACALISIB
PIK3CG;ACALISIB
PTEN;ACALISIB
GABRA1;ACAMPROSATE
GRIN1;ACAMPROSATE
GRIN2B;ACAMPROSATE
GRIN3A;ACAMPROSATE
GRM5;ACAMPROSATE
GRM5;ACAMPROSATE
GABRA1;ACAMPROSATE CALCIUM
GABRA2;ACAMPROSATE CALCIUM
GABRA3;ACAMPROSATE CALCIUM
GABRA4;ACAMPROSATE CALCIUM
GABRA5;ACAMPROSATE CALCIUM
GABRA6;ACAMPROSATE CALCIUM
GABRB1;ACAMPROSATE CALCIUM
GABRB2;ACAMPROSATE CALCIUM
GABRB3;ACAMPROSATE CALCIUM
GABRD;ACAMPROSATE CALCIUM
GABRE;ACAMPROSATE CALCIUM
GABRG1;ACAMPROSATE CALCIUM
GABRG2;ACAMPROSATE CALCIUM
GABRG3;ACAMPROSATE CALCIUM
GABRP;ACAMPROSATE CALCIUM
GABRQ;ACAMPROSATE CALCIUM
GRIN1;ACAMPROSATE CALCIUM
GRIN2A;ACAMPROSATE CALCIUM
GRIN2B;ACAMPROSATE CALCIUM
GRIN2C;ACAMPROSATE CALCIUM
GRIN2D;ACAMPROSATE CALCIUM
GRIN3A;ACAMPROSATE CALCIUM
GRIN3B;ACAMPROSATE CALCIUM
NFE2L2;ACAMPROSATE CALCIUM
AMY2A;ACARBOSE
AMY2A;ACARBOSE
AMY2A;ACARBOSE
AMY2A;ACARBOSE
GAA;ACARBOSE
GAA;ACARBOSE
GAA;ACARBOSE
GAA;ACARBOSE
LPL;ACARBOSE
MGA;ACARBOSE
MGAM;ACARBOSE
MGAM;ACARBOSE
MGAM;ACARBOSE
MGAM;ACARBOSE
SI;ACARBOSE
SI;ACARBOSE
SI;ACARBOSE
SLC2A4;ACARBOSE
LTA4H;ACEBILUSTAT
ADRB1;ACEBUTOLOL
ADRB1;ACEBUTOLOL
ADRB1;ACEBUTOLOL
ADRB1;ACEBUTOLOL
ADRB1;ACEBUTOLOL
ADRB1;ACEBUTOLOL
ADRB1;ACEBUTOLOL
ADRB2;ACEBUTOLOL
TG;ACEBUTOLOL
ADRB1;ACEBUTOLOL HYDROCHLORIDE
CHRM1;ACECLIDINE
CHRM2;ACECLIDINE
CHRM3;ACECLIDINE
CHRM4;ACECLIDINE
CHRM5;ACECLIDINE
CYP2C9;ACECLOFENAC
PTGS1;ACECLOFENAC
PTGS2;ACECLOFENAC
PTGS1;ACEMETACIN
PTGS2;ACEMETACIN
ABCB1;ACENOCOUMAROL
APOE;ACENOCOUMAROL
CALU;ACENOCOUMAROL
CYP4F2;ACENOCOUMAROL
GGCX;ACENOCOUMAROL
VKORC1;ACENOCOUMAROL
VKORC1;ACENOCOUMAROL
VKORC1;ACENOCOUMAROL
VKORC1;ACENOCOUMAROL
VKORC1;ACENOCOUMAROL
ADRA1A;ACEPROMAZINE
ADRA1B;ACEPROMAZINE
CYP1A2;ACEPROMAZINE
CYP2D6;ACEPROMAZINE
DRD1;ACEPROMAZINE
DRD2;ACEPROMAZINE
HTR1A;ACEPROMAZINE
HTR2A;ACEPROMAZINE
HRH1;ACEPROMETAZINE
HRH1;ACEPROMETAZINE
HRH1;ACEPROMETAZINE
HRH1;ACEPROMETAZINE
TP53;ACEQUINOCYL
ADH1A;ACETALDEHYDE
ADH1B;ACETALDEHYDE
ALDH2;ACETALDEHYDE
AR;ACETALDEHYDE
PGM1;ACETALDEHYDE
TRPA1;ACETALDEHYDE
EHMT2;ACETAMIDE
BRD2;ACETAMINOPHEN
CCND1;ACETAMINOPHEN
CDK2;ACETAMINOPHEN
CDKN1A;ACETAMINOPHEN
CXCL8;ACETAMINOPHEN
CYP1A2;ACETAMINOPHEN
CYP1A2;ACETAMINOPHEN
CYP2A6;ACETAMINOPHEN
CYP2C19;ACETAMINOPHEN
CYP2C9;ACETAMINOPHEN
CYP2D6;ACETAMINOPHEN
CYP2D6;ACETAMINOPHEN
CYP2E1;ACETAMINOPHEN
CYP3A4;ACETAMINOPHEN
CYP7B1;ACETAMINOPHEN
FAAH;ACETAMINOPHEN
FAAH;ACETAMINOPHEN
HLA-DQB1;ACETAMINOPHEN
HSPA8;ACETAMINOPHEN
HTR4;ACETAMINOPHEN
IL2;ACETAMINOPHEN
MARK2;ACETAMINOPHEN
MT2A;ACETAMINOPHEN
NPIPB8;ACETAMINOPHEN
NQO1;ACETAMINOPHEN
OPRM1;ACETAMINOPHEN
PLA2G4A;ACETAMINOPHEN
PLCG1;ACETAMINOPHEN
PTGES3;ACETAMINOPHEN
PTGS1;ACETAMINOPHEN
PTGS1;ACETAMINOPHEN
PTGS1;ACETAMINOPHEN
PTGS1;ACETAMINOPHEN
PTGS1;ACETAMINOPHEN
PTGS1;ACETAMINOPHEN
PTGS2;ACETAMINOPHEN
PTGS2;ACETAMINOPHEN
PTGS2;ACETAMINOPHEN
PTGS2;ACETAMINOPHEN
PTGS2;ACETAMINOPHEN
SULT1A1;ACETAMINOPHEN
SULT1A3;ACETAMINOPHEN
SULT1A4;ACETAMINOPHEN
SULT1E1;ACETAMINOPHEN
SULT2A1;ACETAMINOPHEN
TNFRSF11A;ACETAMINOPHEN
TRPV1;ACETAMINOPHEN
TRPV1;ACETAMINOPHEN
TRPV1;ACETAMINOPHEN
UGT1A;ACETAMINOPHEN
UGT1A4;ACETAMINOPHEN
UGT1A6;ACETAMINOPHEN
